overall_area,overall_iter,overall_perf,ppo_iter,ppo_lens,ppo_perf,ppo_rews,timestamp
,,,,,,,
0.0016008000000000014,0.0,0.0,0.0,1.83,1.0,999.9809673448935,1543728401.7993262
0.0016008000000000014,0.0,0.0,1.0,1.64,1.0,999.974218458947,1543728401.7993262
0.0016008000000000014,0.0,0.0,2.0,1.41,1.0,999.9706358874548,1543728401.7993262
0.0016008000000000014,0.0,0.0,3.0,1.3,1.0,999.9682942040533,1543728401.7993262
0.0016008000000000014,0.0,0.0,4.0,1.31,1.0,999.9739467415819,1543728401.7993262
0.0016008000000000014,0.0,0.0,5.0,1.18,1.0,987.9367826000873,1543728401.7993262
0.0016008000000000014,0.0,0.0,6.0,1.11,1.0,999.9694271239196,1543728401.7993262
0.0016008000000000014,0.0,0.0,7.0,1.16,1.0,999.9714019702154,1543728401.7993262
0.0016008000000000014,0.0,0.0,8.0,1.09,1.0,999.9646378422394,1543728401.7993262
0.0016008000000000014,0.0,0.0,9.0,1.03,1.0,999.9630624632546,1543728401.7993262
0.0016008000000000014,0.0,0.0,10.0,1.05,1.0,993.9472163305649,1543728401.7993262
0.0016008000000000014,0.0,0.0,11.0,1.06,1.0,999.9634182361033,1543728401.7993262
0.0016008000000000014,0.0,0.0,12.0,1.01,1.0,993.9464269790415,1543728401.7993262
0.0016008000000000014,0.0,0.0,13.0,1.01,1.0,999.963068572401,1543728401.7993262
0.0016008000000000014,0.0,0.0,14.0,1.01,1.0,999.9612088092028,1543728401.7993262
0.0016008000000000014,0.0,0.0,15.0,1.0,1.0,999.9610432610275,1543728401.7993262
0.0016008000000000014,0.0,0.0,16.0,1.0,1.0,999.9621169023408,1543728401.7993262
0.0016008000000000014,0.0,0.0,17.0,1.0,1.0,993.9437659225836,1543728401.7993262
0.0016008000000000014,0.0,0.0,18.0,1.01,1.0,999.9612193710409,1543728401.7993262
0.0016008000000000014,0.0,0.0,19.0,1.0,1.0,999.9561319737393,1543728401.7993262
