overall_area,overall_iter,overall_perf,ppo_iter,ppo_lens,ppo_perf,ppo_rews,timestamp
,,,,,,,
8.000000000000007e-07,0.0,0.0,0.0,11.36,1.0,869.7463868894894,1543363778.673144
8.000000000000007e-07,0.0,0.0,1.0,10.24,1.0,917.7866789082519,1543363778.673144
8.000000000000007e-07,0.0,0.0,2.0,8.82,1.0,983.8686939226734,1543363778.673144
8.000000000000007e-07,0.0,0.0,3.0,7.85,1.0,999.8715784360896,1543363778.673144
8.000000000000007e-07,0.0,0.0,4.0,7.02,1.0,999.8535207031266,1543363778.673144
8.000000000000007e-07,0.0,0.0,5.0,6.23,1.0,999.8197688189216,1543363778.673144
8.000000000000007e-07,0.0,0.0,6.0,5.75,1.0,999.8130404950336,1543363778.673144
8.000000000000007e-07,0.0,0.0,7.0,5.49,1.0,999.7771012020067,1543363778.673144
8.000000000000007e-07,0.0,0.0,8.0,5.34,1.0,999.757968057537,1543363778.673144
8.000000000000007e-07,0.0,0.0,9.0,4.96,1.0,999.733169174887,1543363778.673144
8.000000000000007e-07,0.0,0.0,10.0,4.74,1.0,999.6725663905406,1543363778.673144
8.000000000000007e-07,0.0,0.0,11.0,4.44,1.0,999.6591591531572,1543363778.673144
8.000000000000007e-07,0.0,0.0,12.0,4.35,1.0,999.6056431823813,1543363778.673144
8.000000000000007e-07,0.0,0.0,13.0,4.17,1.0,999.5513375321739,1543363778.673144
8.000000000000007e-07,0.0,0.0,14.0,3.91,1.0,999.478257372277,1543363778.673144
8.000000000000007e-07,0.0,0.0,15.0,3.78,1.0,999.4392985004855,1543363778.673144
8.000000000000007e-07,0.0,0.0,16.0,3.64,1.0,999.411553295775,1543363778.673144
8.000000000000007e-07,0.0,0.0,17.0,3.52,1.0,999.3066817925085,1543363778.673144
8.000000000000007e-07,0.0,0.0,18.0,3.26,1.0,999.1841180944242,1543363778.673144
8.000000000000007e-07,0.0,0.0,19.0,3.29,1.0,999.1682734997237,1543363778.673144
8.000000000000007e-07,1.0,0.0,20.0,5.76,1.0,-572.8839818054773,1543363930.3482273
8.000000000000007e-07,1.0,0.0,21.0,5.77,1.0,-542.8924593199498,1543363930.3482273
8.000000000000007e-07,1.0,0.0,22.0,5.83,1.0,-572.8162756456971,1543363930.3482273
8.000000000000007e-07,1.0,0.0,23.0,5.8,1.0,-566.8277233161475,1543363930.3482273
8.000000000000007e-07,1.0,0.0,24.0,5.83,1.0,-420.76812365016224,1543363930.3482273
8.000000000000007e-07,1.0,0.0,25.0,5.8,1.0,-352.7648203213108,1543363930.3482273
8.000000000000007e-07,1.0,0.0,26.0,5.82,1.0,-270.71791549344914,1543363930.3482273
8.000000000000007e-07,1.0,0.0,27.0,5.78,1.0,-18.604776281505426,1543363930.3482273
8.000000000000007e-07,1.0,0.0,28.0,5.79,1.0,91.49871524579405,1543363930.3482273
8.000000000000007e-07,1.0,0.0,29.0,5.78,1.0,463.9699804781202,1543363930.3482273
8.000000000000007e-07,1.0,0.0,30.0,5.57,1.0,614.2686195808865,1543363930.3482273
8.000000000000007e-07,1.0,0.0,31.0,5.56,1.0,812.5703567218275,1543363930.3482273
8.000000000000007e-07,1.0,0.0,32.0,5.37,1.0,878.7762245924563,1543363930.3482273
8.000000000000007e-07,1.0,0.0,33.0,5.27,1.0,956.9902479288315,1543363930.3482273
8.000000000000007e-07,1.0,0.0,34.0,5.16,1.0,987.046892967503,1543363930.3482273
8.000000000000007e-07,1.0,0.0,35.0,4.99,1.0,975.0238703310474,1543363930.3482273
8.000000000000007e-07,1.0,0.0,36.0,4.77,1.0,999.0397184234869,1543363930.3482273
8.000000000000007e-07,1.0,0.0,37.0,4.64,1.0,999.0440800341955,1543363930.3482273
8.000000000000007e-07,1.0,0.0,38.0,4.51,1.0,999.0859682716981,1543363930.3482273
8.000000000000007e-07,1.0,0.0,39.0,4.39,1.0,998.9831483261472,1543363930.3482273
8.000000000000007e-07,2.0,0.0,40.0,4.22,1.0,998.939177714182,1543364090.1295824
8.000000000000007e-07,2.0,0.0,41.0,4.19,1.0,992.8899532172768,1543364090.1295824
8.000000000000007e-07,2.0,0.0,42.0,4.12,1.0,992.8818171226421,1543364090.1295824
8.000000000000007e-07,2.0,0.0,43.0,4.08,1.0,998.9197273729113,1543364090.1295824
8.000000000000007e-07,2.0,0.0,44.0,4.04,1.0,998.877764790914,1543364090.1295824
8.000000000000007e-07,2.0,0.0,45.0,4.0,1.0,998.8543604109661,1543364090.1295824
