overall_area,overall_iter,overall_perf,ppo_iter,ppo_lens,ppo_perf,ppo_rews,timestamp
,,,,,,,
0.0016008000000000014,0.0,0.0,0.0,1.98,1.0,987.9473492674465,1543731089.9567297
0.0016008000000000014,0.0,0.0,1.0,1.84,1.0,993.9597563795922,1543731089.9567297
0.0016008000000000014,0.0,0.0,2.0,1.59,1.0,999.9777787863889,1543731089.9567297
0.0016008000000000014,0.0,0.0,3.0,1.36,1.0,983.9599401244205,1543731089.9567297
0.0016008000000000014,0.0,0.0,4.0,1.29,1.0,977.9361601231252,1543731089.9567297
0.0016008000000000014,0.0,0.0,5.0,1.31,1.0,999.9719794696156,1543731089.9567297
0.0016008000000000014,0.0,0.0,6.0,1.15,1.0,999.9711825223299,1543731089.9567297
0.0016008000000000014,0.0,0.0,7.0,1.11,1.0,993.9511020652192,1543731089.9567297
0.0016008000000000014,0.0,0.0,8.0,1.08,1.0,999.969166981441,1543731089.9567297
0.0016008000000000014,0.0,0.0,9.0,1.09,1.0,999.9683233362301,1543731089.9567297
0.0016008000000000014,0.0,0.0,10.0,1.11,1.0,999.9715366288206,1543731089.9567297
0.0016008000000000014,0.0,0.0,11.0,1.05,1.0,993.951643095856,1543731089.9567297
0.0016008000000000014,0.0,0.0,12.0,1.05,1.0,999.9722505476559,1543731089.9567297
0.0016008000000000014,0.0,0.0,13.0,1.03,1.0,999.9689184394224,1543731089.9567297
0.0016008000000000014,0.0,0.0,14.0,1.01,1.0,999.9681014991936,1543731089.9567297
0.0016008000000000014,0.0,0.0,15.0,1.02,1.0,999.9649516539841,1543731089.9567297
0.0016008000000000014,0.0,0.0,16.0,1.02,1.0,999.9685755395153,1543731089.9567297
0.0016008000000000014,0.0,0.0,17.0,1.0,1.0,999.9701185684047,1543731089.9567297
0.0016008000000000014,0.0,0.0,18.0,1.01,1.0,999.9666577331819,1543731089.9567297
0.0016008000000000014,0.0,0.0,19.0,1.0,1.0,999.9636881870331,1543731089.9567297
0.006401600000000006,1.0,0.0,20.0,2.02,1.0,999.9749516066704,1543731582.5941515
0.006401600000000006,1.0,0.0,21.0,1.27,1.0,999.9708618725803,1543731582.5941515
0.006401600000000006,1.0,0.0,22.0,1.24,1.0,999.9715439221956,1543731582.5941515
0.006401600000000006,1.0,0.0,23.0,1.08,1.0,999.9712403333884,1543731582.5941515
0.006401600000000006,1.0,0.0,24.0,1.12,1.0,999.9710550195821,1543731582.5941515
0.006401600000000006,1.0,0.0,25.0,1.06,1.0,999.9665692829066,1543731582.5941515
0.006401600000000006,1.0,0.0,26.0,1.02,1.0,999.9644442113498,1543731582.5941515
0.006401600000000006,1.0,0.0,27.0,1.0,1.0,999.9653732804088,1543731582.5941515
0.006401600000000006,1.0,0.0,28.0,1.0,1.0,999.9634377536128,1543731582.5941515
0.006401600000000006,1.0,0.0,29.0,1.0,1.0,999.9611201839227,1543731582.5941515
0.006401600000000006,1.0,0.0,30.0,1.0,1.0,999.9563503821576,1543731582.5941515
0.006401600000000006,1.0,0.0,31.0,1.0,1.0,999.9547954393227,1543731582.5941515
0.006401600000000006,1.0,0.0,32.0,1.0,1.0,999.9509273537176,1543731582.5941515
0.006401600000000006,1.0,0.0,33.0,1.0,1.0,999.9579529186117,1543731582.5941515
0.006401600000000006,1.0,0.0,34.0,1.01,1.0,999.9598878789345,1543731582.5941515
0.006401600000000006,1.0,0.0,35.0,1.0,1.0,999.9595301364013,1543731582.5941515
0.006401600000000006,1.0,0.0,36.0,1.0,1.0,999.9551815465896,1543731582.5941515
0.006401600000000006,1.0,0.0,37.0,1.01,1.0,999.9642134839338,1543731582.5941515
0.006401600000000006,1.0,0.0,38.0,1.0,1.0,999.9607146662804,1543731582.5941515
0.006401600000000006,1.0,0.0,39.0,1.0,1.0,999.9571353200656,1543731582.5941515
0.006401600000000006,2.0,0.0,40.0,1.0,1.0,999.9604814589428,1543732095.0912092
0.006401600000000006,2.0,0.0,41.0,1.0,1.0,999.9591516531862,1543732095.0912092
0.006401600000000006,2.0,0.0,42.0,1.0,1.0,999.9541015493924,1543732095.0912092
0.006401600000000006,2.0,0.0,43.0,1.0,1.0,999.9565163545011,1543732095.0912092
0.006401600000000006,2.0,0.0,44.0,1.0,1.0,999.9554046689759,1543732095.0912092
0.006401600000000006,2.0,0.0,45.0,1.0,1.0,999.9466608058787,1543732095.0912092
0.006401600000000006,2.0,0.0,46.0,1.0,1.0,999.9532867446163,1543732095.0912092
0.006401600000000006,2.0,0.0,47.0,1.0,1.0,999.9567503769755,1543732095.0912092
0.006401600000000006,2.0,0.0,48.0,1.0,1.0,999.9616808487033,1543732095.0912092
0.006401600000000006,2.0,0.0,49.0,1.0,1.0,999.9560687835676,1543732095.0912092
0.006401600000000006,2.0,0.0,50.0,1.0,1.0,999.9625107021416,1543732095.0912092
0.006401600000000006,2.0,0.0,51.0,1.0,1.0,999.9615536550315,1543732095.0912092
0.006401600000000006,2.0,0.0,52.0,1.01,1.0,999.9647331169527,1543732095.0912092
0.006401600000000006,2.0,0.0,53.0,1.0,1.0,999.9619280562071,1543732095.0912092
0.006401600000000006,2.0,0.0,54.0,1.0,1.0,999.958190542299,1543732095.0912092
0.006401600000000006,2.0,0.0,55.0,1.0,1.0,999.9620076377739,1543732095.0912092
0.006401600000000006,2.0,0.0,56.0,1.0,1.0,999.9589282298957,1543732095.0912092
0.006401600000000006,2.0,0.0,57.0,1.0,1.0,999.963266863039,1543732095.0912092
0.006401600000000006,2.0,0.0,58.0,1.0,1.0,999.9591650706309,1543732095.0912092
