overall_area,overall_iter,overall_perf,ppo_iter,ppo_lens,ppo_perf,ppo_rews,timestamp
,,,,,,,
0.0006250000000000001,0.0,0.0,0.0,200.0,0.0,0.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,1.0,191.23809523809524,0.0,47.61904761904762,1544593602.3839025
0.0006250000000000001,0.0,0.0,2.0,188.65625,0.0,62.5,1544593602.3839025
0.0006250000000000001,0.0,0.0,3.0,183.38636363636363,0.0,90.9090909090909,1544593602.3839025
0.0006250000000000001,0.0,0.0,4.0,183.54545454545453,0.0,90.9090909090909,1544593602.3839025
0.0006250000000000001,0.0,0.0,5.0,186.07692307692307,0.0,76.92307692307692,1544593602.3839025
0.0006250000000000001,0.0,0.0,6.0,188.0921052631579,0.0,65.78947368421052,1544593602.3839025
0.0006250000000000001,0.0,0.0,7.0,189.47674418604652,0.0,58.13953488372093,1544593602.3839025
0.0006250000000000001,0.0,0.0,8.0,190.57291666666666,0.0,52.083333333333336,1544593602.3839025
0.0006250000000000001,0.0,0.0,9.0,190.95,0.0,50.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,10.0,191.02,0.0,50.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,11.0,191.02,0.0,50.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,12.0,194.61,0.0,30.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,13.0,194.73,0.0,30.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,14.0,194.75,0.0,30.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,15.0,192.96,0.0,40.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,16.0,192.96,0.0,40.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,17.0,190.17,0.0,60.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,18.0,188.69,0.0,70.0,1544593602.3839025
0.0006250000000000001,0.0,0.0,19.0,188.71,0.0,70.0,1544593602.3839025
0.003125,1.0,0.0,20.0,200.0,0.0,0.0,1544593792.1051676
0.003125,1.0,0.0,21.0,194.76190476190476,0.0,47.61904761904762,1544593792.1051676
0.003125,1.0,0.0,22.0,185.8181818181818,0.0,90.9090909090909,1544593792.1051676
0.003125,1.0,0.0,23.0,178.55555555555554,0.0,133.33333333333334,1544593792.1051676
0.003125,1.0,0.0,24.0,179.55357142857142,0.0,125.0,1544593792.1051676
0.003125,1.0,0.0,25.0,180.43283582089552,0.0,119.40298507462687,1544593792.1051676
0.003125,1.0,0.0,26.0,181.22784810126583,0.0,113.92405063291139,1544593792.1051676
0.003125,1.0,0.0,27.0,174.44086021505376,0.0,150.53763440860214,1544593792.1051676
0.003125,1.0,0.0,28.0,174.45,0.0,150.0,1544593792.1051676
0.003125,1.0,0.0,29.0,167.26,0.0,190.0,1544593792.1051676
0.003125,1.0,0.0,30.0,166.56,0.0,190.0,1544593792.1051676
0.003125,1.0,0.0,31.0,167.93,0.0,180.0,1544593792.1051676
0.003125,1.0,0.0,32.0,164.37,0.0,200.0,1544593792.1051676
0.003125,1.0,0.0,33.0,158.89,0.0,230.0,1544593792.1051676
0.003125,1.0,0.0,34.0,151.57,0.0,270.0,1544593792.1051676
0.003125,1.0,0.0,35.0,146.39,0.0,300.0,1544593792.1051676
0.003125,1.0,0.0,36.0,144.8,0.0,310.0,1544593792.1051676
0.003125,1.0,0.0,37.0,143.48,0.0,320.0,1544593792.1051676
0.003125,1.0,0.0,38.0,124.18,0.0,430.0,1544593792.1051676
0.003125,1.0,0.0,39.0,119.17,0.0,460.0,1544593792.1051676
0.010000000000000002,2.0,0.0,40.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,41.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,42.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,43.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,44.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,45.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,46.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,47.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,48.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,49.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,50.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,51.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,52.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,53.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,54.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,55.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,56.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,57.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,58.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,2.0,0.0,59.0,200.0,0.0,0.0,1544593977.5014536
0.010000000000000002,3.0,0.0,60.0,200.0,0.0,0.0,1544594176.0555065
0.010000000000000002,3.0,0.0,61.0,200.0,0.0,0.0,1544594176.0555065
0.010000000000000002,3.0,0.0,62.0,195.70967741935485,0.0,32.25806451612903,1544594176.0555065
